SOURCE_ID,teff_gspphot,lum_flame,radius_flame,parallax_over_error,ruwe,spectral
139319603689007232,5613.395,19.850618,4.716892,31.088196,1.2416708,G (5300-6000)
139323520699158400,5345.4873,0.90329385,1.1112232,36.025917,0.9784539,G (5300-6000)
139324310973122688,5081.1074,0.5085796,0.90223706,22.76015,0.9947377,K (3900-5300)
139328812099481088,5058.48,0.6325434,0.9995432,141.66838,1.0731901,K (3900-5300)
139332763468515072,5798.984,1.0137553,0.9973287,50.951576,0.96710116,G (5300-6000)
139335787125496064,5473.664,0.74721086,1.0515624,28.92687,1.060682,G (5300-6000)
139339429257746432,4362.033,0.09378968,0.536022,23.961079,1.0828686,K (3900-5300)
139340799351337728,5073.175,0.3310917,0.7644873,20.619612,0.96324927,K (3900-5300)
139343346267919104,4930.047,0.3452111,0.8044752,42.644943,1.0313063,K (3900-5300)
139344961175613440,6333.2993,5.920073,2.024706,23.114162,1.0853415,F (6000-7500)
139345712793980928,4067.951,0.1330623,0.73270494,25.862986,0.9682726,K (3900-5300)
139345854528806144,4531.8647,0.20976266,0.7430436,58.11029,0.99781394,K (3900-5300)
139354066506097664,4405.9434,0.24742885,0.86450994,21.414595,1.0756811,K (3900-5300)
139356540407446528,5291.847,0.7091831,0.9956977,32.602047,0.96079755,K (3900-5300)
139361247691396608,4432.725,0.32443878,0.96563566,29.834688,0.996017,K (3900-5300)
139365370860595584,5850.4146,1.2067729,1.0737706,81.34797,1.0298615,G (5300-6000)
139365851896521600,5105.2793,0.9447412,1.2041093,29.330866,0.9531504,K (3900-5300)
139367707322789248,5371.179,0.8040914,1.0363494,47.533344,1.005862,G (5300-6000)
139375025947048064,4836.9355,0.25055388,0.71348494,68.529396,0.9333838,K (3900-5300)
139377048874394496,6489.6,10.215361,2.5255105,50.432945,1.1032637,F (6000-7500)
139377671646433920,5386.1616,0.50832516,0.82234156,36.16921,1.0290378,G (5300-6000)
139384577953893760,4499.8276,0.18243536,0.70127267,187.53096,1.0365915,K (3900-5300)
139384612313635200,6052.2964,1.5514075,1.125822,21.562216,1.1097968,F (6000-7500)
139386605178437120,4865.774,0.31923088,0.7758802,28.80237,0.9279757,K (3900-5300)
139387361092815232,4579.8223,0.1956878,0.701928,29.085781,0.95894706,K (3900-5300)
139397840812817920,5965.2163,2.8295784,1.6043817,85.197266,1.0015043,G (5300-6000)
139401723463212672,4345.2505,0.10589398,0.5831685,29.225777,1.2033471,K (3900-5300)
139402341938496128,5802.4805,1.1529844,1.0626808,46.02313,0.98662645,G (5300-6000)
139405949711014016,5240.486,0.39584002,0.763181,165.7957,1.0564871,K (3900-5300)
139414196048194176,3357.1165,0.01142008,0.3160825,74.15747,0.95686686,M (3000-3900)
139418284857093376,5687.163,1.4021704,1.2225765,40.9556,1.1090454,G (5300-6000)
139424675768668416,4210.7954,0.12387957,0.65879637,123.223274,1.187475,K (3900-5300)
139432509788720128,4478.6426,0.14999744,0.64233804,86.95183,0.98614913,K (3900-5300)
139434743171684608,5954.648,4.510949,1.9968321,63.46655,1.0985842,G (5300-6000)
139435567805387520,3753.4795,0.044584602,0.49988076,92.23886,1.0177058,M (3000-3900)
139439892836122112,3568.5195,0.033632495,0.47949773,55.16521,0.9682601,M (3000-3900)
139440343809051776,6679.1777,3.762614,1.4433546,23.473032,1.0061909,F (6000-7500)
139441993076473472,6296.4067,2.7496362,1.3934017,25.16916,1.2113423,F (6000-7500)
139447902951597184,5968.2134,1.4122058,1.111903,54.786537,0.9934674,G (5300-6000)
139448040390551552,5690.4736,2.4537134,1.6205652,53.35594,1.2659669,G (5300-6000)
139453194351108352,5824.7866,1.3181609,1.1270064,35.14882,1.1222066,G (5300-6000)
139453602372794880,4832.307,0.5762706,1.0855836,21.612658,0.98291767,K (3900-5300)
139455973195811584,5213.069,0.83077955,1.1253815,47.16337,1.0107973,K (3900-5300)
139456183648382848,6436.136,4.5617437,1.7225848,30.901913,0.9658347,F (6000-7500)
139461406328601216,5835.07,1.3836741,1.1509503,27.82304,0.97950745,G (5300-6000)
139465941814041344,5685.2466,1.1812714,1.1206836,22.408346,1.1418244,G (5300-6000)
139466285411423360,6400.7593,2.467773,1.2761141,77.89971,0.9963323,F (6000-7500)
139467556721761536,6738.167,6.176986,1.8471099,36.47854,0.9850234,F (6000-7500)
139472435805499776,6032.2183,1.9143848,1.2199239,42.728764,0.99547654,F (6000-7500)
139472710683401600,3753.2053,0.06427747,0.59850496,36.411644,0.99453956,M (3000-3900)
139476043578014592,5452.3286,0.576941,0.851284,625.5984,1.0487875,G (5300-6000)
139479548271804800,5900.409,3.490058,1.7877761,38.96006,0.94776946,G (5300-6000)
139482537568630144,4575.344,0.22207524,0.74544024,54.609016,1.1103783,K (3900-5300)
139487171836144256,4877.2495,0.29747474,0.7641203,24.377186,1.0317962,K (3900-5300)
139492123935531904,6285.186,4.2023807,1.7128152,40.680027,1.0711006,F (6000-7500)
139495491189871360,5503.4907,0.7116354,0.93349165,39.427162,1.0929486,G (5300-6000)
139495731708033280,5846.151,1.2259806,1.0761968,109.54757,1.0188308,G (5300-6000)
139497243536533760,6102.405,4.627516,1.9153045,72.36245,1.0849171,F (6000-7500)
139506172771390592,4183.305,0.11162982,0.634716,25.521568,1.0043284,K (3900-5300)
139510403316430464,3266.9573,0.007910626,0.27760467,33.80018,1.0128495,M (3000-3900)
139514659629916032,5211.0776,0.3620151,0.75506353,34.665165,1.1351873,K (3900-5300)
139530538122840576,5637.663,0.74667966,0.90645325,39.173393,1.0131564,G (5300-6000)
139537547510098688,4592.2944,0.21556404,0.7338944,43.731434,1.1790717,K (3900-5300)
139542048635377024,5132.197,0.47851646,0.8667261,52.118027,1.1069463,K (3900-5300)
139542529671716608,3279.4783,0.011275987,0.32992682,67.26671,1.1333011,M (3000-3900)
139545209731247872,6532.92,4.509346,1.6586733,25.989168,0.9822295,F (6000-7500)
139545244090978048,3818.682,0.044881124,0.48352066,267.747,1.0675049,M (3000-3900)
139546618480539008,7172.089,8.343542,1.8708187,104.17278,1.0764195,F (6000-7500)
139548607048104704,4965.003,61.458744,10.595822,31.595839,1.3237501,K (3900-5300)
139551153965965696,5632.3296,1.4383364,1.2692746,130.33604,0.9851788,G (5300-6000)
139560568534034176,5266.9253,0.51418567,0.8618465,21.827213,1.0304081,K (3900-5300)
139564760422108288,3634.4834,0.15397507,0.98884463,26.333242,0.9727097,M (3000-3900)
139566615847971584,4713.4834,10.014844,4.7538295,28.489346,1.0252144,K (3900-5300)
